Q_value,V_value,action_type,children_count,code_len,content_len,context_len,depth,expected_Q,goal,goal_hash,goal_preview,has_sorry,id,in_degree,out_degree,parent,proof_len,r_dep,r_env,source_path,status,synthetic_patch,theorem,type
1.0,,tactic,0,10,470,0,1.5,1.0,,,,False,action_15,1,0,state_1,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,452,0,1.5,1.0,,,,False,action_16,1,0,state_1,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,501,0,1.5,1.0,,,,False,action_17,1,0,state_1,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,488,0,1.5,1.0,,,,False,action_18,1,0,state_1,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,470,0,1.5,1.0,,,,False,action_19,1,0,state_1,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,470,0,1.5,1.0,,,,False,action_20,1,0,state_1,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,471,0,1.5,1.0,,,,False,action_21,1,0,state_1,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,505,0,1.5,1.0,,,,False,action_22,1,0,state_1,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,522,0,1.5,1.0,,,,False,action_23,1,0,state_1,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,462,0,1.5,1.0,,,,False,action_24,1,0,state_1,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
,1.0,,0,0,245,160,1,,1 / logb ↑y ↑w = 1 / 40,fb1f8640b5d8,1 / logb ↑y ↑w = 1 / 40,False,state_2,1,12,,10,,,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,OR
1.0,,tactic,0,10,449,0,1.5,1.0,,,,False,action_25,1,0,state_2,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,597,0,1.5,1.0,,,,False,action_26,1,0,state_2,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,524,0,1.5,1.0,,,,False,action_27,1,0,state_2,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,446,0,1.5,1.0,,,,False,action_28,1,0,state_2,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,587,0,1.5,1.0,,,,False,action_29,1,0,state_2,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,527,0,1.5,1.0,,,,False,action_30,1,0,state_2,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,638,0,1.5,1.0,,,,False,action_31,1,0,state_2,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,413,0,1.5,1.0,,,,False,action_32,1,0,state_2,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,557,0,1.5,1.0,,,,False,action_33,1,0,state_2,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,561,0,1.5,1.0,,,,False,action_34,1,0,state_2,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,573,0,1.5,1.0,,,,False,action_35,1,0,state_2,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,523,0,1.5,1.0,,,,False,action_36,1,0,state_2,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
,1.0,,0,0,294,196,1,,1 / logb (↑x * ↑y * ↑z) ↑w = 1 / 12,faff33690579,1 / logb (↑x * ↑y * ↑z) ↑w = 1 / 12,False,state_3,1,12,,10,,,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,OR
1.0,,tactic,0,10,591,0,1.5,1.0,,,,False,action_37,1,0,state_3,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,589,0,1.5,1.0,,,,False,action_38,1,0,state_3,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,567,0,1.5,1.0,,,,False,action_39,1,0,state_3,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,610,0,1.5,1.0,,,,False,action_40,1,0,state_3,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,517,0,1.5,1.0,,,,False,action_41,1,0,state_3,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,534,0,1.5,1.0,,,,False,action_42,1,0,state_3,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,559,0,1.5,1.0,,,,False,action_43,1,0,state_3,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,593,0,1.5,1.0,,,,False,action_44,1,0,state_3,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,506,0,1.5,1.0,,,,False,action_45,1,0,state_3,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,567,0,1.5,1.0,,,,False,action_46,1,0,state_3,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,591,0,1.5,1.0,,,,False,action_47,1,0,state_3,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,10,661,0,1.5,1.0,,,,False,action_48,1,0,state_3,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
,3.0,,0,0,562,246,1,,logb ↑w ↑x = 1 / 24,0eabba6a9003,logb ↑w ↑x = 1 / 24,False,state_4,1,16,,237,,,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,OR
0.0,,tactic,0,138,752,0,1.5,0.0,,,,False,action_49,1,0,state_4,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,FAILED,False,aime_1983_p1.json,AND
0.0,,tactic,0,25,952,0,1.5,0.0,,,,False,action_50,1,0,state_4,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,FAILED,False,aime_1983_p1.json,AND
0.0,,tactic,0,118,955,0,1.5,0.0,,,,False,action_51,1,0,state_4,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,FAILED,False,aime_1983_p1.json,AND
0.0,,tactic,0,129,1077,0,1.5,0.0,,,,False,action_52,1,0,state_4,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,FAILED,False,aime_1983_p1.json,AND
0.5,,tactic,0,29,639,0,1.5,0.5,,,,False,action_53,1,0,state_4,0,0.0,0.5,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,FAILED,False,aime_1983_p1.json,AND
0.0,,tactic,0,79,946,0,1.5,0.0,,,,False,action_54,1,0,state_4,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,FAILED,False,aime_1983_p1.json,AND
0.0,,tactic,0,94,921,0,1.5,0.0,,,,False,action_55,1,0,state_4,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,FAILED,False,aime_1983_p1.json,AND
0.0,,tactic,0,85,994,0,1.5,0.0,,,,False,action_56,1,0,state_4,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,FAILED,False,aime_1983_p1.json,AND
0.0,,tactic,0,89,692,0,1.5,0.0,,,,False,action_57,1,0,state_4,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,FAILED,False,aime_1983_p1.json,AND
0.0,,tactic,0,85,960,0,1.5,0.0,,,,False,action_58,1,0,state_4,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,FAILED,False,aime_1983_p1.json,AND
0.0,,tactic,0,154,803,0,1.5,0.0,,,,False,action_59,1,0,state_4,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,FAILED,False,aime_1983_p1.json,AND
0.0,,tactic,0,311,1131,0,1.5,0.0,,,,False,action_60,1,0,state_4,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,FAILED,False,aime_1983_p1.json,AND
3.0,,skeleton,3,168,912,0,1.5,3.0,,,,True,action_61,1,3,state_4,0,1.0,1.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
,1.0,,0,0,358,246,2,,logb ↑w ↑x = 1 / logb ↑x ↑w,d1982f8c7720,logb ↑w ↑x = 1 / logb ↑x ↑w,False,state_5,2,12,,31,,,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,OR
0.0,,tactic,0,228,1145,0,2.5,0.0,,,,False,action_62,1,0,state_5,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,FAILED,False,aime_1983_p1.json,AND
0.15384615384615385,,tactic,0,610,2256,0,2.5,0.15384615384615385,,,,False,action_63,1,0,state_5,0,0.0,0.15384615384615385,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,FAILED,False,aime_1983_p1.json,AND
0.0,,tactic,0,39,1092,0,2.5,0.0,,,,False,action_64,1,0,state_5,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,FAILED,False,aime_1983_p1.json,AND
0.75,,tactic,0,262,1239,0,2.5,0.75,,,,False,action_65,1,0,state_5,0,0.0,0.75,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,FAILED,False,aime_1983_p1.json,AND
0.8571428571428571,,tactic,0,285,1267,0,2.5,0.8571428571428571,,,,False,action_66,1,0,state_5,0,0.0,0.8571428571428571,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,FAILED,False,aime_1983_p1.json,AND
0.8571428571428571,,tactic,0,264,1168,0,2.5,0.8571428571428571,,,,False,action_67,1,0,state_5,0,0.0,0.8571428571428571,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,FAILED,False,aime_1983_p1.json,AND
0.625,,tactic,0,272,1336,0,2.5,0.625,,,,False,action_68,1,0,state_5,0,0.0,0.625,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,FAILED,False,aime_1983_p1.json,AND
0.5,,tactic,0,295,1442,0,2.5,0.5,,,,False,action_69,1,0,state_5,0,0.0,0.5,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,FAILED,False,aime_1983_p1.json,AND
0.625,,tactic,0,291,1166,0,2.5,0.625,,,,False,action_70,1,0,state_5,0,0.0,0.625,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,FAILED,False,aime_1983_p1.json,AND
0.625,,tactic,0,325,1379,0,2.5,0.625,,,,False,action_71,1,0,state_5,0,0.0,0.625,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,FAILED,False,aime_1983_p1.json,AND
0.875,,tactic,0,328,1187,0,2.5,0.875,,,,False,action_72,1,0,state_5,0,0.0,0.875,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,FAILED,False,aime_1983_p1.json,AND
1.0,,tactic,0,31,1403,0,2.5,1.0,,,,False,action_73,1,0,state_5,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
,1.0,,0,0,389,290,2,,logb ↑w ↑x = 1 / 24,0eabba6a9003,logb ↑w ↑x = 1 / 24,False,state_6,2,12,,25,,,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,OR
1.0,,tactic,0,25,691,0,2.5,1.0,,,,False,action_74,1,0,state_6,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,25,633,0,2.5,1.0,,,,False,action_75,1,0,state_6,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,25,586,0,2.5,1.0,,,,False,action_76,1,0,state_6,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,25,684,0,2.5,1.0,,,,False,action_77,1,0,state_6,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,25,591,0,2.5,1.0,,,,False,action_78,1,0,state_6,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,25,676,0,2.5,1.0,,,,False,action_79,1,0,state_6,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,25,588,0,2.5,1.0,,,,False,action_80,1,0,state_6,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,25,703,0,2.5,1.0,,,,False,action_81,1,0,state_6,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,25,597,0,2.5,1.0,,,,False,action_82,1,0,state_6,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,25,589,0,2.5,1.0,,,,False,action_83,1,0,state_6,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,25,659,0,2.5,1.0,,,,False,action_84,1,0,state_6,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,25,673,0,2.5,1.0,,,,False,action_85,1,0,state_6,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
,1.0,,0,0,411,320,2,,logb ↑w ↑x = 1 / 24,0eabba6a9003,logb ↑w ↑x = 1 / 24,False,state_7,1,11,,16,,,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,OR
1.0,,tactic,0,16,611,0,2.5,1.0,,,,False,action_86,1,0,state_7,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,16,575,0,2.5,1.0,,,,False,action_87,1,0,state_7,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,16,585,0,2.5,1.0,,,,False,action_88,1,0,state_7,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,16,609,0,2.5,1.0,,,,False,action_89,1,0,state_7,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,16,585,0,2.5,1.0,,,,False,action_90,1,0,state_7,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,16,588,0,2.5,1.0,,,,False,action_91,1,0,state_7,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,16,637,0,2.5,1.0,,,,False,action_92,1,0,state_7,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,16,587,0,2.5,1.0,,,,False,action_93,1,0,state_7,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,16,604,0,2.5,1.0,,,,False,action_94,1,0,state_7,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,16,614,0,2.5,1.0,,,,False,action_95,1,0,state_7,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,16,583,0,2.5,1.0,,,,False,action_96,1,0,state_7,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
3.0,,skeleton,2,122,739,0,1.5,3.0,,,,True,action_97,1,2,state_4,0,1.0,1.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,skeleton,4,206,1103,0,1.5,1.0,,,,True,action_98,1,4,state_4,0,0.0,1.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,OPEN,False,aime_1983_p1.json,AND
,1.0,,0,0,328,246,2,,↑x > 1,0974c0153269,↑x > 1,False,state_8,2,12,,22,,,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,OR
1.0,,tactic,0,22,623,0,2.5,1.0,,,,False,action_99,1,0,state_8,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,33,695,0,2.5,1.0,,,,False,action_100,1,0,state_8,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,25,601,0,2.5,1.0,,,,False,action_101,1,0,state_8,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,33,618,0,2.5,1.0,,,,False,action_102,1,0,state_8,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,25,627,0,2.5,1.0,,,,False,action_103,1,0,state_8,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,33,537,0,2.5,1.0,,,,False,action_104,1,0,state_8,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,33,713,0,2.5,1.0,,,,False,action_105,1,0,state_8,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,25,706,0,2.5,1.0,,,,False,action_106,1,0,state_8,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,22,588,0,2.5,1.0,,,,False,action_107,1,0,state_8,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,25,611,0,2.5,1.0,,,,False,action_108,1,0,state_8,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
1.0,,tactic,0,22,594,0,2.5,1.0,,,,False,action_109,1,0,state_8,0,0.0,0.0,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,SOLVED,False,aime_1983_p1.json,AND
