relation,source,source_path,target,theorem
expanded_to,state_2,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_31,aime_1983_p1.json
expanded_to,state_2,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_32,aime_1983_p1.json
expanded_to,state_2,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_33,aime_1983_p1.json
expanded_to,state_2,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_34,aime_1983_p1.json
expanded_to,state_2,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_35,aime_1983_p1.json
expanded_to,state_2,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_36,aime_1983_p1.json
subgoal,action_12,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_3,aime_1983_p1.json
expanded_to,state_3,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_37,aime_1983_p1.json
expanded_to,state_3,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_38,aime_1983_p1.json
expanded_to,state_3,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_39,aime_1983_p1.json
expanded_to,state_3,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_40,aime_1983_p1.json
expanded_to,state_3,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_41,aime_1983_p1.json
expanded_to,state_3,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_42,aime_1983_p1.json
expanded_to,state_3,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_43,aime_1983_p1.json
expanded_to,state_3,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_44,aime_1983_p1.json
expanded_to,state_3,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_45,aime_1983_p1.json
expanded_to,state_3,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_46,aime_1983_p1.json
expanded_to,state_3,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_47,aime_1983_p1.json
expanded_to,state_3,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_48,aime_1983_p1.json
subgoal,action_12,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_4,aime_1983_p1.json
expanded_to,state_4,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_49,aime_1983_p1.json
expanded_to,state_4,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_50,aime_1983_p1.json
expanded_to,state_4,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_51,aime_1983_p1.json
expanded_to,state_4,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_52,aime_1983_p1.json
expanded_to,state_4,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_53,aime_1983_p1.json
expanded_to,state_4,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_54,aime_1983_p1.json
expanded_to,state_4,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_55,aime_1983_p1.json
expanded_to,state_4,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_56,aime_1983_p1.json
expanded_to,state_4,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_57,aime_1983_p1.json
expanded_to,state_4,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_58,aime_1983_p1.json
expanded_to,state_4,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_59,aime_1983_p1.json
expanded_to,state_4,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_60,aime_1983_p1.json
expanded_to,state_4,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_61,aime_1983_p1.json
subgoal,action_61,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_5,aime_1983_p1.json
expanded_to,state_5,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_62,aime_1983_p1.json
expanded_to,state_5,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_63,aime_1983_p1.json
expanded_to,state_5,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_64,aime_1983_p1.json
expanded_to,state_5,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_65,aime_1983_p1.json
expanded_to,state_5,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_66,aime_1983_p1.json
expanded_to,state_5,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_67,aime_1983_p1.json
expanded_to,state_5,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_68,aime_1983_p1.json
expanded_to,state_5,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_69,aime_1983_p1.json
expanded_to,state_5,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_70,aime_1983_p1.json
expanded_to,state_5,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_71,aime_1983_p1.json
expanded_to,state_5,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_72,aime_1983_p1.json
expanded_to,state_5,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_73,aime_1983_p1.json
subgoal,action_61,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_6,aime_1983_p1.json
expanded_to,state_6,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_74,aime_1983_p1.json
expanded_to,state_6,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_75,aime_1983_p1.json
expanded_to,state_6,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_76,aime_1983_p1.json
expanded_to,state_6,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_77,aime_1983_p1.json
expanded_to,state_6,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_78,aime_1983_p1.json
expanded_to,state_6,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_79,aime_1983_p1.json
expanded_to,state_6,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_80,aime_1983_p1.json
expanded_to,state_6,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_81,aime_1983_p1.json
expanded_to,state_6,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_82,aime_1983_p1.json
expanded_to,state_6,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_83,aime_1983_p1.json
expanded_to,state_6,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_84,aime_1983_p1.json
expanded_to,state_6,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_85,aime_1983_p1.json
subgoal,action_61,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_7,aime_1983_p1.json
expanded_to,state_7,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_86,aime_1983_p1.json
expanded_to,state_7,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_87,aime_1983_p1.json
expanded_to,state_7,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_88,aime_1983_p1.json
expanded_to,state_7,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_89,aime_1983_p1.json
expanded_to,state_7,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_90,aime_1983_p1.json
expanded_to,state_7,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_91,aime_1983_p1.json
expanded_to,state_7,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_92,aime_1983_p1.json
expanded_to,state_7,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_93,aime_1983_p1.json
expanded_to,state_7,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_94,aime_1983_p1.json
expanded_to,state_7,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_95,aime_1983_p1.json
expanded_to,state_7,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_96,aime_1983_p1.json
expanded_to,state_4,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_97,aime_1983_p1.json
subgoal,action_97,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_5,aime_1983_p1.json
subgoal,action_97,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_6,aime_1983_p1.json
expanded_to,state_4,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_98,aime_1983_p1.json
subgoal,action_98,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_8,aime_1983_p1.json
expanded_to,state_8,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_99,aime_1983_p1.json
expanded_to,state_8,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_100,aime_1983_p1.json
expanded_to,state_8,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_101,aime_1983_p1.json
expanded_to,state_8,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_102,aime_1983_p1.json
expanded_to,state_8,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_103,aime_1983_p1.json
expanded_to,state_8,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_104,aime_1983_p1.json
expanded_to,state_8,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_105,aime_1983_p1.json
expanded_to,state_8,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_106,aime_1983_p1.json
expanded_to,state_8,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_107,aime_1983_p1.json
expanded_to,state_8,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_108,aime_1983_p1.json
expanded_to,state_8,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_109,aime_1983_p1.json
expanded_to,state_8,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_110,aime_1983_p1.json
subgoal,action_98,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_9,aime_1983_p1.json
expanded_to,state_9,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_111,aime_1983_p1.json
expanded_to,state_9,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_112,aime_1983_p1.json
expanded_to,state_9,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_113,aime_1983_p1.json
expanded_to,state_9,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_114,aime_1983_p1.json
expanded_to,state_9,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_115,aime_1983_p1.json
expanded_to,state_9,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_116,aime_1983_p1.json
expanded_to,state_9,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_117,aime_1983_p1.json
expanded_to,state_9,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_118,aime_1983_p1.json
expanded_to,state_9,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_119,aime_1983_p1.json
expanded_to,state_9,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_120,aime_1983_p1.json
expanded_to,state_9,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_121,aime_1983_p1.json
expanded_to,state_9,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_122,aime_1983_p1.json
expanded_to,state_9,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_123,aime_1983_p1.json
subgoal,action_123,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_10,aime_1983_p1.json
subgoal,action_123,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_11,aime_1983_p1.json
subgoal,action_123,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_12,aime_1983_p1.json
expanded_to,state_9,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_124,aime_1983_p1.json
subgoal,action_124,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_13,aime_1983_p1.json
subgoal,action_124,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_14,aime_1983_p1.json
subgoal,action_124,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_15,aime_1983_p1.json
subgoal,action_124,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_16,aime_1983_p1.json
expanded_to,state_9,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_125,aime_1983_p1.json
subgoal,action_125,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_17,aime_1983_p1.json
subgoal,action_125,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_18,aime_1983_p1.json
subgoal,action_125,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_19,aime_1983_p1.json
expanded_to,state_9,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_126,aime_1983_p1.json
subgoal,action_126,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_10,aime_1983_p1.json
subgoal,action_126,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_20,aime_1983_p1.json
subgoal,action_126,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_21,aime_1983_p1.json
subgoal,action_126,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_22,aime_1983_p1.json
subgoal,action_126,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_23,aime_1983_p1.json
subgoal,action_126,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_24,aime_1983_p1.json
subgoal,action_98,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_25,aime_1983_p1.json
expanded_to,state_25,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_127,aime_1983_p1.json
expanded_to,state_25,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_128,aime_1983_p1.json
expanded_to,state_25,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_129,aime_1983_p1.json
expanded_to,state_25,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_130,aime_1983_p1.json
expanded_to,state_25,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_131,aime_1983_p1.json
expanded_to,state_25,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_132,aime_1983_p1.json
expanded_to,state_25,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_133,aime_1983_p1.json
expanded_to,state_25,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_134,aime_1983_p1.json
expanded_to,state_25,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_135,aime_1983_p1.json
expanded_to,state_25,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_136,aime_1983_p1.json
expanded_to,state_25,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_137,aime_1983_p1.json
expanded_to,state_25,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_138,aime_1983_p1.json
subgoal,action_98,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_26,aime_1983_p1.json
expanded_to,state_26,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_139,aime_1983_p1.json
expanded_to,state_26,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_140,aime_1983_p1.json
expanded_to,state_26,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_141,aime_1983_p1.json
expanded_to,state_26,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_142,aime_1983_p1.json
expanded_to,state_26,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_143,aime_1983_p1.json
expanded_to,state_26,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_144,aime_1983_p1.json
expanded_to,state_26,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_145,aime_1983_p1.json
expanded_to,state_26,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_146,aime_1983_p1.json
expanded_to,state_26,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_147,aime_1983_p1.json
expanded_to,state_26,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_148,aime_1983_p1.json
expanded_to,state_26,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_149,aime_1983_p1.json
expanded_to,state_26,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_150,aime_1983_p1.json
expanded_to,state_4,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_151,aime_1983_p1.json
subgoal,action_151,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_8,aime_1983_p1.json
subgoal,action_151,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_9,aime_1983_p1.json
subgoal,action_151,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_25,aime_1983_p1.json
subgoal,action_151,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_27,aime_1983_p1.json
expanded_to,state_27,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_152,aime_1983_p1.json
expanded_to,state_27,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_153,aime_1983_p1.json
expanded_to,state_27,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_154,aime_1983_p1.json
expanded_to,state_27,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_155,aime_1983_p1.json
expanded_to,state_27,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_156,aime_1983_p1.json
expanded_to,state_27,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_157,aime_1983_p1.json
expanded_to,state_27,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_158,aime_1983_p1.json
expanded_to,state_27,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_159,aime_1983_p1.json
expanded_to,state_27,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_160,aime_1983_p1.json
expanded_to,state_27,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_161,aime_1983_p1.json
expanded_to,state_27,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_162,aime_1983_p1.json
subgoal,action_12,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_28,aime_1983_p1.json
expanded_to,state_28,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_163,aime_1983_p1.json
expanded_to,state_28,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_164,aime_1983_p1.json
expanded_to,state_28,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_165,aime_1983_p1.json
expanded_to,state_28,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_166,aime_1983_p1.json
expanded_to,state_28,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_167,aime_1983_p1.json
expanded_to,state_28,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_168,aime_1983_p1.json
expanded_to,state_28,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_169,aime_1983_p1.json
expanded_to,state_28,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_170,aime_1983_p1.json
expanded_to,state_28,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_171,aime_1983_p1.json
expanded_to,state_28,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_172,aime_1983_p1.json
expanded_to,state_28,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_173,aime_1983_p1.json
expanded_to,state_28,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_174,aime_1983_p1.json
expanded_to,state_28,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_175,aime_1983_p1.json
subgoal,action_175,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,state_29,aime_1983_p1.json
expanded_to,state_29,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_176,aime_1983_p1.json
expanded_to,state_29,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_177,aime_1983_p1.json
expanded_to,state_29,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_178,aime_1983_p1.json
expanded_to,state_29,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_179,aime_1983_p1.json
expanded_to,state_29,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_180,aime_1983_p1.json
expanded_to,state_29,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_181,aime_1983_p1.json
expanded_to,state_29,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_182,aime_1983_p1.json
expanded_to,state_29,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_183,aime_1983_p1.json
expanded_to,state_29,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_184,aime_1983_p1.json
expanded_to,state_29,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_185,aime_1983_p1.json
expanded_to,state_29,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1983_p1.json,action_186,aime_1983_p1.json
