detail,kind,node_id,source_path,theorem
action has empty extracted_lean_code,missing_extracted_code,action_64,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_65,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_66,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_67,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_68,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_69,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_70,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_71,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_72,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_73,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_74,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
FAILED action has r_env=1.0,failed_full_r_env,action_92,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_104,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_105,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_106,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_107,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_108,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_109,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_110,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_111,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_112,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_113,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_114,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_115,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_128,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_253,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_285,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
FAILED action has r_env=1.0,failed_full_r_env,action_302,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
FAILED action has r_env=1.0,failed_full_r_env,action_303,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
FAILED action has r_env=1.0,failed_full_r_env,action_304,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
FAILED action has r_env=1.0,failed_full_r_env,action_305,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
FAILED action has r_env=1.0,failed_full_r_env,action_306,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
FAILED action has r_env=1.0,failed_full_r_env,action_307,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
FAILED action has r_env=1.0,failed_full_r_env,action_308,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
FAILED action has r_env=1.0,failed_full_r_env,action_309,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
FAILED action has r_env=1.0,failed_full_r_env,action_310,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
FAILED action has r_env=1.0,failed_full_r_env,action_311,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
FAILED action has r_env=1.0,failed_full_r_env,action_312,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
FAILED action has r_env=1.0,failed_full_r_env,action_313,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_342,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_343,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_344,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_345,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_346,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_347,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_348,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_349,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_350,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_351,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_352,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_353,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
FAILED action has r_env=1.0,failed_full_r_env,action_409,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_463,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
length=2; goals=; edges=edge_placeholder ; edge_placeholder,cycle_detected,state_126 -> action_314,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1984_p7.json,aime_1984_p7.json
action has empty extracted_lean_code,missing_extracted_code,action_13,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_14,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_15,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_16,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_17,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_18,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_19,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_20,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_21,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_22,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_23,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_62,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_63,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_64,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_65,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_66,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_67,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_68,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_69,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_70,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_71,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_72,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_73,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_88,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_89,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_90,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_91,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_92,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_93,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_94,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
action has empty extracted_lean_code,missing_extracted_code,action_95,outputs/rollouts/gemini3flash/miniF2F-valid-50/aime_1987_p5.json,aime_1987_p5.json
